user;waktu;sentimen;lokasi;ulasan
Nisha Hany;2 tahun lalu;Positif;Bukit Jaddhih;Tempatnya sangat amazing...disarankan untuk datang pagi hari...di semua sudut adalah spot foto...akses jalan masuk offroad...banyak gua
vivin widyaningsih;5 tahun lalu;Positif;Bukit Jaddhih;Cocok buat yang suka selfie. Sebenarnya tempat ini merupakan tambang kapur, yang sampai dengan saat ini masih beroperasi. Kalau mau kesini, pastikan membawa kacamata, payung/topi, dan bila perlu menggunakan masker karena lokasinya panas dan …
Bobby Anto;setahun lalu;Positif;Bukit Jaddhih;"Bukan tempat wisata ideal. Hanya sisa foto aja yg cakep. Ga ada pengelolaan yg baik.
Hanya tukang karcis kl dilewatin pasti ngejar. …"
Debby Septyana;4 tahun lalu;Positif;Bukit Jaddhih;Pemandangan bukit kapur yang bagus spot foto nya yang banyak di goa poteh, rekomendasi kesini waktu pagi hari atau sore, klo siang panas banget
Tatak Puji Wahyudi;3 tahun lalu;Positif;Bukit Jaddhih;Bagus. Termasuk wisata khusus bukit kapur. Sangat disarankan kesana saat setelah musim hujan, karena danaunya akan ada airnya. Kalau musim kemarau danau akan kering. Ada goa goa kapur yang dibuat ornamen. Bagus untuk berfoto  ria. Kalau …
Sita Kia;setahun lalu;Positif;Bukit Jaddhih;Masih alam banget. Banyak truk ambil batu kapur. Tempat nya luas.
moko fu;5 tahun lalu;Positif;Bukit Jaddhih;Tempat nya keren untuk foto tp panas banget. Jd usahakan bawa kaca mata. Oiya kalau kesana jngan pulang malam soalnya kabar dari orang sana itu rawan arah ke bukit jaddih nya.
Zaky Dzulfikar;setahun lalu;Positif;Bukit Jaddhih;Lokasi bagus, tempat berteduhnya minim cuma di warung-warung. Masuk gaada karcisnya
Rudy Cool;4 tahun lalu;Positif;Bukit Jaddhih;Tempat penghilang penat dari kesibukan dikantor yg bersahabat dgn dompet, hanya akses dr jalan raya yg perkampungan msh sempit. All around very nice.
Gus Taf;5 tahun lalu;Positif;Bukit Jaddhih;Perbukitan kapur yg gersang dg petunjuk arah dan fasilitas sangat minim. Sejumlah warung tenda dg menu seadanya, sekedar kopi & mie instan, mungkin sedang dlm pengembangan. Masih banyak alat2 berat hilirmudik, juga perlu berhati2. Tiket …
Wisnu Triaji;5 tahun lalu;Negatif;Bukit Jaddhih;Ini salah satu tempat penambangan batu kapur namun cukup instagramable di Madura. Hanya amat disayangkan krn tempat ini belum dikelola dengan baik sehingga benar2 dari jalan masuk, pengelolaan, parkir hingga tiket masuk masih berantakan. …
Sungging Nanda P;5 tahun lalu;Positif;Bukit Jaddhih;Tempat nya bagus, cuma masih kurang bersih tempatnya, masih kurang tempat sampah, disarankan tidak datang ke tempat ini sampai malam Hari karena alasan keamanan...
A Mughnii (tukang ulin);3 tahun lalu;Positif;Bukit Jaddhih;"banyak view foto keren di wilayah sini..
cocok bagi kalian yg lg hunting tempat buat prewedding outdoor."
Dwi Yulistyowati;5 tahun lalu;neh;Bukit Jaddhih;Banyak pungutan. Di pintu masuk pertama dimunta biaga parkir 5rb rupiah. Bbrp meter kemudian dimintain lagi yang 20rb. Pas buka pintu mobil diminta lagi uang 12rb....gak jelas banget deh....
Fauziah Humaira;4 tahun lalu;Positif;Bukit Jaddhih;Perjalanan tak terencana. Alhamdulillah punya teman orang-orang baik. Di jemput dari Malang, main keliling Surabaya dan melewati jembatan suramadu. Menyebrang selat madura, pengalaman pertama. Pertama kali menginjak kaki di pulau madura.
murtriyanto antok;11 bulan lalu;Positif;Bukit Jaddhih;Baru pertama kali mengunjungi... lumayan bagus spot fotonya... akses jalannya saja perlu diperbaiki
fajar marta;setahun lalu;Negatif;Bukit Jaddhih;Suasana alam yg menakjubkan tp sayang kurang terawat dan kurang lengkap fasilitasnya
Inunk Ajja;setahun lalu;Positif;Bukit Jaddhih;Meskipun SDH sepi... Tpi klo di sore hari asyik dong
Wimpi Nabila F.Z.;4 tahun lalu;Negatif;Bukit Jaddhih;Panas, debu banyak, harus pake masker, sangat cocok untuk off-road, hamparan pasir putih dari batuan kapur, tutup jam 5, banyak truk pengangkut batu.
Warti Ningsih;setahun lalu;Positif;Bukit Jaddhih;Jalan menuju bukit jaddhih goyang2 pas naik bis..tapi terbayar setelah sampai tempatnya sangat bagus?? …
Andira Hardianto;3 bulan lalu;Negatif;Bukit Jaddhih;Jalanan menuju tkp berdebu dan rusak,,taman wisata kurang terawat. Cuaca panas terik.
Trisna DJ;setahun lalu;Positif;Bukit Jaddhih;Klo kesana mending pake jasa guide. Jd bisa ngarahin spot2 yg bagus utk foto2. Biar potonya keren
Ardian Baker;3 tahun lalu;Positif;Bukit Jaddhih;Disini cocok dikunjungi pada saat sore / pagi hari karena terik matahari tidak terlalu menyengat. Suasana di bukit jadih sejuk, pada saat saya main kesana cuaca terik panas akan tetapi tiba tiba turun gerimis meskipun cuma sebentar tetapi …
Billy Riyanto;5 tahun lalu;Positif;Bukit Jaddhih;Tempatnya cukup bagus. Hanya cuaca sangat panas jika datang siang hari. Selain itu tempat ini sepertinya belum dikelola dengan baik. Waktu itu tiket mobil Rp 20.000,-. Sementara tiap orang harus bayar lagi @ Rp 5.000,-.
Rahmat Taufik Afandi;4 tahun lalu;Positif;Bukit Jaddhih;Tempatnya asyik untuk dikunjungi, menambah adrenaline jika naik motor, di musim kemarau wajib pakai masker karna akan sangat-sangat berdebu dan membahayakan paru-paru...
luth zakky;setahun lalu;Positif;Bukit Jaddhih;Tempatnya luas & banyak spot foto bagus. Namun efek berantai dari pandemi covid rupanya cukup berpengaruh pada bukit Jaddih, tempatnya kurang terawat, banyak kios penjual makanan yg tutup, akses jalan kurang dirawat, agak menyulitkan bus …
Annisa Harjanta;4 tahun lalu;Positif;Bukit Jaddhih;Spot fotonya bagus tapi kita harus tahan soalnya emang tambang kapur jadi banyak suara mesin yang lagi nambang.
Astuti Tri;6 bulan lalu;Positif;Bukit Jaddhih;Tempatnya enak rasanya pingin sana lg
Briona_Lavenden _Hydrangea_Owl_Nda (Aisyee Nda);10 bulan lalu;Positif;Bukit Jaddhih;Dulu pas ke sini, tidak ada loket, dan ... diterik bayaran hampir setiap spot. Semoga sekarang tidak lagi begitu.
Nuri Choiriyyah;5 tahun lalu;Positif;Bukit Jaddhih;wisata alam low budget dan dapat dikunjungi segala usia, dengan pesona alamnya yang luar biasa. jika ingin berkunjung pastikan kendaraan anda dapat menjangkau track yang cukup menanjak dan curam
Brigitta Maria;5 tahun lalu;Positif;Bukit Jaddhih;view nya bagus dan tempatnya luas sekali. perlu sedikit berhati hati krn masih banyak kegiatan pertambangan disana.
Rezki Kadartirtanto;5 tahun lalu;Positif;Bukit Jaddhih;"Bukit Jaddih. Bangkalan. Madura
Merupakan GUNUNG KAPUR dan GOA POTEH (GOA PUTIH), ada juga tempat pemandian kolam renang dengan sumber air alami, banyak wisatawan lokal dari luar kota datang kemari."
Alifazizah Mentari;4 tahun lalu;Positif;Bukit Jaddhih;Bukit kapur. Pertama banget dateng kesini semuanya serba putih. Jalanan daunan pohonan rumahan putih semua. Keren sih pahatan/potongan yg mereka buat. Sayang banget restribusinya kayaknya belum teratur. Mau masuk ditarik, nyampek atas masih ditarik lagi
Wisri Zanuar;setahun lalu;Positif;Bukit Jaddhih;Banyak spot menarik untuk berfoto bersama keluarga dan teman
Cahyannisa Andriasih;4 tahun lalu;Negatif;Bukit Jaddhih;PARKIR HABIS 60RB!?? Emezing. tiap spot foto ditarikin duit20rb untuk parkir mobil. Pintu masuk ditarik 20rb di kasi karcis, naik keatas lagi di cegat, ditarok lg 20rb wkwkw dikasi karcis ntah untuk apa, kalaupun untuk parkir, pulangnya gak …
Yeni Rahmawati;5 bulan lalu;Positif;Bukit Jaddhih;Akses jalan sangat tidak bagus. Baru sampe udah diikutin orang. Mungkin warga lokal. Tapi bikin risih aja karna ngikutin terus dan terkesan maksa. Kalau emang niatnya dijadikan destinasi wisata harusnya dapat perhatian dari pemerintah setempat.
anam mbalelo;5 tahun lalu;Negatif;Bukit Jaddhih;"Ada pemandian nya jg.
Tiap ada palang harus bayar.
Per mobil 10.000 kemudian per orang 3.000"
Wafda Nadhifah;3 tahun lalu;Negatif;Bukit Jaddhih;Instagrammable tapi jelas panas, kering dan medan untuk kesana tidak bisa digolongkan mudah. Karena kemarau, saat saya kesana di Goa Pote tidak ada airnya.
Indah Sulistiorini;2 tahun lalu;Positif;Bukit Jaddhih;Pemandangan bagus dan bersih, meski dari pertambangan kapur yg diola menjadi tempat wisata. Akses jalannya cukup mudah dan untuk harga tiketnya juga murah. Cocok sih kalo buat sesi foto prewed karena banyak spot2 foto yg memiliki view bagus. Tersedia juga tempat parkir yg luas
Purwanto -;4 bulan lalu;Positif;Bukit Jaddhih;Tempat wisata yang elok, banyak tempat foto yang instagramable sangat disukai oleh kaum muda, ada penyewaan rakit juga disekitar danau.
Andreas Kristianto Halim;setahun lalu;Positif;Bukit Jaddhih;Tempat yang bagus untuk berfoto, namun tidak ada petunjuk untuk ke sana dan medan perjalanan cukup terjal. Pelayanan oleh pengelola kurang bagus.
muh baharuddin;4 tahun lalu;Positif;Bukit Jaddhih;Salah satu lokasi wisata icon di madura terketak di desa jaddih kabupaten bangkalan, disini benar2 melihat bukit kapur yg di hias dengan macam2 pahatan ada danau ada kolam renang, untuk masuk lokasi sini agak susah karena blm beraspal dan …
Faishal Nur Ammar;4 tahun lalu;Negatif;Bukit Jaddhih;Akses jalan yang kurang memadai masih  menjadi masalah saat ingin mengunjungi tempat wisata ini. Jalanan menuju tempat ini masih tergolong kecil dan sepi. Sangat rawan saat malam hari. …
zulfah aristi;3 tahun lalu;Positif;Bukit Jaddhih;Kesini yg kedua kalinya niatnya untuk survey penelitian. Pas masuk dari jalan desa ada yang minta buat kas desa, ditanyain tentang pengelola tidak tahu, akhirnya masuk terus ada anak muda yg minta uang lagi 10rb tapi untungnya tahu tentang …
Hafidz Bramandito;5 tahun lalu;Negatif;Bukit Jaddhih;Salah satu wisata di madura, menawarkan pemandangan bukit kapur yang dimana masih terdapat aktifitas penambangan untuk di ambil kapurnya. Hanya memberikan bintang 3 karena banyak terdapat sampah berserakan, dan wisata seakan “alakadarnya”. …
Anastasia Aozora;5 tahun lalu;Positif;Bukit Jaddhih;"Bukit kapur yang masih ditambang sampai sekarang,  parkir bisa dua kali, karena belum ada loket resminya  ?? hati hati sama premannya ya.. ??
View nya bagus ?? …"
Maya Dika Saksita;4 tahun lalu;Positif;Bukit Jaddhih;Bukit kapur putih keren buat yang hobi hunting foto nih. tinggal pinter2 nya kita buat cari spot foto yang pas supaya hasil foto nya keren. saran aja kalau datang lebih nyaman pas masih pagi atau sekalian sore, karna kalau siang puanas banget dan berdebu karna masih ada aktifitas penambang dan truk pengangkut yang beroprasi.
Mufida Hilda;4 tahun lalu;Positif;Bukit Jaddhih;Asalnya ini dari gunung kapur yang ditambang karena kapurnya dapat digunakan untuk berbagai kebutuhan konstruksi. Setelah digunakan untuk kebutuhan tambang justru view nya semakin bagus. Lengkap dengan goa2 putih buatan, bahkan ada kolam renang yang dikelilingi pemandangan bukit kapur.
Nurul Oktrianingrum;4 tahun lalu;Positif;Bukit Jaddhih;"Masyaalloh,keren view.nya.tapi harus hati""debunya cukup tebal..pake kacamata biar ga kelilipan..habis dari sana jangan lupa cari carwash , hujan ga hujan debu.nya nempel tebel banget warna.nya putih.."
Satria Budi Prasetyo;5 tahun lalu;Positif;Bukit Jaddhih;Panas namun menarik, harga tiket masuk untuk motor              Rp. 20.000,- untuk mobil Rp. 40.000,-  (Maret 2018). Berhati-hati jika mengendarai kendaraan disini karena banyak tebing yang tidak terlihat jika tidak berhati-hati.
Rosita Kurniawati;5 tahun lalu;Positif;Bukit Jaddhih;Good view sebenarnya, tapi fasilitas kurang oke. Tak ada petunjuk  tak ada org. Pdhl saya kesana minggu. Trus bayar karcis masuknya ya ngga jelas.  Secara pemandangan kerennn...
asmi ah;5 tahun lalu;Negatif;Bukit Jaddhih;Gak sengaja datang kesini karena ada waktu kosong saat main ke madura.  Lihat ada objek wisata terdekat langsung saya mampir. Pertama kecewa karena lokasinya sangat tidak aman mengingat masih ada kegiatan penambangan dengan suara alat berat …
Rifqi Anam;3 tahun lalu;Negatif;Bukit Jaddhih;Alhamdulillah pertama kali kesana ngga kena pungli, cuma bayar 5 ribu aja pas masuk sama ibu-ibu yang jaga warung. Saya sarankan berangkat pagi saja biar ga kepanasan. Karena saya berangkat agak siang jadi sampai sana sangat panas sekali …
KO GREYMA;4 bulan lalu;Positif;Bukit Jaddhih;Datang kesini karena lihat rekomendasi tempat wisata menarik di Madura. Lokasi cukup sulit di lalui, karena akses jalan yang sempit. Untuk pemandangan bagus dan menarik , Tapi kekurangannya adalah setelah datang kesana ada oknum Pungli yang …
Rickhad Pradana;5 tahun lalu;Positif;Bukit Jaddhih;Salah satu destinasi wisata yang lagi naik daun di Pulau Madura, lokasinta tak jauh dari Jembatan Nasional Suramadu. Pengunjung akan dikenakan tiket masuk & parkir kendaraan saja. Selain bukit kapur yang instagramable juga terdapat kolam …
Umar Fadil;4 tahun lalu;Positif;Bukit Jaddhih;Alhamdulillah, pertamakali kesini tahun 2015. Ternyata setelah 3 tahun ngga ke Bukit Jaddih sudah banyak sekali yang berubah. Banyao spot-spot baru yang menarik untuk di explore. Juga kawasan eisata sudah diperbaiki. …
Fian Risdia;4 tahun lalu;Positif;Bukit Jaddhih;Tempat wisata alam yang sangat indah, unik dan menarik. Terdapat fasilitas parkir, warung, dan toilet. Disini juga ada kolam renang.
SALMAN;setahun lalu;Positif;Bukit Jaddhih;"Kereeeen.
Begitu sampai di sini, atmosfernya serasa di pegunungan China. ?? …"
AGOEZ GIPOENK69;3 tahun lalu;Positif;Bukit Jaddhih;Tempat Wisata Yang Sangat BAGUS dan INDAH,,,cuma ada 1 kendala yang membuat saya & teman2 gak bakalan datang kesitu lagi yaitu P.U.N.G.L.I dan akses jalan yang PARAHnya sangat W.O.W...
Erron Narendro;3 tahun lalu;Positif;Bukit Jaddhih;Tempat bekas penambangan batu putih view bagus buat foto2 sangat artistik. Ada kolam renang dan danau
Robby Handoko;setahun lalu;Positif;Bukit Jaddhih;Bagus..harusnya  d kelola lebih serius lagi..terutama jalan menuju lokasi..aset suatu daerah perlu pemerintah turun tangan..???? …
Febrianti Puspita;5 tahun lalu;Positif;Bukit Jaddhih;Kalo di Jogja namanya bukit breksi. Tapi disini lebih alami. Walau dimana-dimana bukit batu, tanpa pepohonan yang panasnya luar biasa. Pemandangan eksotis, serasa ada di luar negeri. Ada kolamnya juga yang kata driver dari Surabaya memang …
Bang Yazid;5 tahun lalu;Positif;Bukit Jaddhih;Pemandangan nya sangat bagus walau hasil penambangan. Tetapi di buat menjadi lokasi wisata menawan dengan danau hasil galian dan juga ada kolam renangnya
Uswatun Hasanah;3 bulan lalu;Positif;Bukit Jaddhih;Gersang hanya ada bukit kapur,bentuknya bgs jg sih bks diambilin trs batunya
indo alfa;4 bulan lalu;Positif;Bukit Jaddhih;sangat indah, cocok buat yg mau healing utk lihat pemandangan, banyak tempat untuk foto2 juga ???????????? …
Nur Rochma;5 tahun lalu;Positif;Bukit Jaddhih;Wisata alam yang mengandalkan lokasi penambangan kapur. Ada danau dengan air berwarna hijau. Pengunjung bisa mengelilingi danau dengan perahu. Tiket masuk Rp 5.000. Naik perahu Rp 5.000.
Desy Agustina;4 tahun lalu;Negatif;Bukit Jaddhih;Hawa panas luar biasa. Naik kapal 5000\orang. Uang masuk 25.000\mobil
Leo Agung;4 tahun lalu;Positif;Bukit Jaddhih;Tempat penambangan batu kapur di madura yang menjadi hitz sebagai spot foto.Mau berbagi pengalaman jika sudah sampai dekat sana tanya dengan warga sekitar.Pada saya saat kesana saya salah masuk melalui pintu para penambang kapur dan dalam …
dida maulida;5 tahun lalu;Positif;Bukit Jaddhih;Tempat yang direkomendasikan untuk dikunjungi saat liburan sekeluarga. Ada wahana kendara kuda dan perahu apung. Pemandangan indah dengan trek yang menantang.
fasbir hidayat;5 bulan lalu;Positif;Bukit Jaddhih;"keren.
sayang Sepertinya kurang terawat."
Askar Bachtiar;5 tahun lalu;Negatif;Bukit Jaddhih;Instragrameble.... Tp banyak pungli (karna hampir tiap portal dikenakan biaya masuk 20rb)
Imam Warosyin;setahun lalu;Positif;Bukit Jaddhih;Betul panorama yg mengagumkan ciptaan Illahi, yg di Eksplorasi dg multi konsep ,ekonomi pertambangan & nilai artistik sebuah wisata
Hyun Uy;2 bulan lalu;Negatif;Bukit Jaddhih;"karcis nya 2 x mahal potongan kaya preman smua
makanya sepi 0engunjung"
Sintaa Um;setahun lalu;Positif;Bukit Jaddhih;Menurutku sih tempatnya bagus ya, cuman cuacanya aja yg panas. Kalo untuk tiket masuk dan  parkir kayaknya beda. Tapi yang pengen kesini boleh banget, jaraknya juga lumayan sih dari jalan raya ke tempat ini.
M. Fauzi Setyadi;3 tahun lalu;Positif;Bukit Jaddhih;Wisata bekas penambangan batugamping, dengan sedikit vegetasi. Lokasi sudah dibuat aesthetic, namun tetap saja disekitarnya masih banyak penambangan sehingga banyak debu
Fauzan Ramayana;setahun lalu;Negatif;Bukit Jaddhih;Kondisi saat ini sudah kurang terawat mungkin karena lamanya masa pandemi dan masim kemarau, danau, kolam menjadi kering. Pengunjung juga tidak ramai.
Slamet Riyadi (JP-Cards);2 tahun lalu;Positif;Bukit Jaddhih;Bagus kok. Yg penting angle dan kameranya juga mendukung. Tebing breksinya Madura ini.
Fauza Rahman;5 tahun lalu;Positif;Bukit Jaddhih;Untuk pemandangan, Subhanallah indahnya, Saya baru tahu kalau itu ternyata tambang Batu, jadi hati hati ketika memasuki wilayahnya, karna Ada kendaraan proyek lalu lalang. Yg membuat saya kecewa adalah pengelolaannya yang semrawut, …
Novrizal Herdananto;4 tahun lalu;Positif;Bukit Jaddhih;"Tambang batu kapur yang dijadikan tempat wisata.
terdapat kolam air untuk berwisata perahu dan ada juga pemandian untuk berenang2. …"
Sylvia Damanyati;3 tahun lalu;Positif;Bukit Jaddhih;Tempatnya keren tapi fasilitas utk turis ga ada jd lebih k tambang kapur biasa
Yongki Susanto;5 tahun lalu;Positif;Bukit Jaddhih;Place for take a picture only, bukit yang di eksploitasi diambil batu kapurnya. Sangat panas dan cocoklah untuk berfoto - foto. Akses cukup mudah sekitar 30 menit dari jembatan suramadu
Andrie Oskardinata;setahun lalu;Positif;Bukit Jaddhih;Masuk mobil 20 ribu. Masuk orang 5 ribu per orang.
Anak'e wong tani;4 tahun lalu;Positif;Bukit Jaddhih;Tempat masih baru, tempat yang bagus,nyaman juga,cuma masih dalam perbaikan dan pembentukan batu batu menjadi objek wisata,belum bisa maksimal kalo di nikmati sekarang,tapi perlu di kunjungi sebagai spot foto sangat keren
hamka Hamka;3 tahun lalu;Negatif;Bukit Jaddhih;"Masuk dr kampung sudah di Pungli..
Masuk ke Area di tarik bayar karcis 20K untuk mobil..
Terus pas parkir bayar lagi..
?? …"
Rochma Ngaliyah;5 tahun lalu;Positif;Bukit Jaddhih;Ga usah komen banyak-banyak, recommended banget, belum sempat explore semuanya karena keasyikan tidur anginnya sepoi-sepoi banget
Raden Djati kusuma;3 tahun lalu;Positif;Bukit Jaddhih;Tempatnya sebenarnya bagus eksotis, alami tapi msh blm dikelola dg maksimal msh ala kadarnya ..ya mungkin krn msh ada operasional pengambilan kapur atau hal lain...yg penting tempat wisata, masyarakat setempat hrs sd siap menerima tamu
Halim Asyari;2 tahun lalu;Positif;Bukit Jaddhih;"one of the beautiful places to take pictures and relax.
Bekas tambang batu bata yg disulap menjadi tempat wisata"
Imot Iwink;4 tahun lalu;Negatif;Bukit Jaddhih;"Bukit kapur. Waktu kesana bulan oktober panas banget. Dan berdebu banget. Masih ada perbaikan dan penyempurnaan sich. Cuma untuk debu kapurnya itu.....
Belum dikekola dgn baik. Untuk parkir aja hrs 2x bayar, belum dihitung lagi per orangnya. Sayang banget"
A. Rais Shidiq;5 tahun lalu;Positif;Bukit Jaddhih;Rute menuju lokasi mudah, tinggal lihat google maps. Jalannya juga lumayan bagus, bisa dilalui mobil & motor. …
Rere Ds;4 tahun lalu;Negatif;Bukit Jaddhih;Tempatnya biasa aja sih, dan u know puanaaaaasssnya minta ampun. Kalo gamau gosong pake sunblock spf 50++ 2botol deh ?? jalan masuknya ga lebar, jalan desa gitu dimintain sumbangan seikhlasnya. Nah terus agak majuan dikit ada loketnya 1 …
Meylysa Putri;2 tahun lalu;Positif;Bukit Jaddhih;"Instagramable tapi panas sih.
Karena memang area bukit kapur yak masih ada aktivitas tambang(?) Jadi mayan punya backsound khas :)) …"
Danish Kurniawidi;5 tahun lalu;Positif;Bukit Jaddhih;Tempatnya lumayan bersih untuk kolamnya, tempatnya bagus buat ambil foto cuma panasnya luar biasa
Rochmah irawati81;setahun lalu;Negatif;Bukit Jaddhih;"Tukang karcis tidak ramah sekali. Tempat wisatanya tidak terawat. Kotor dan tandus, airnya jg keruh bgt.
Tidak rekomen bgt dech...."
Robie Jaya;6 bulan lalu;Positif;Bukit Jaddhih;Objek wisata yg sangat sangat tidak terawat sekarang sdh tak sebagus dlu dn juga sepi pengunjung meskipun itu weekend pungli juga banyak disana tolong di berantas oknum² nakal yg mencari keuntungan disana..
Rizki Utomo;5 tahun lalu;Positif;Bukit Jaddhih;tempat yang Instagram able banget.  jangan datang siang ... panas dan berdebu.  sebaiknya pas menjelang sore.  belum terkoordinir dengan baik, kemarin sempet bayar parkirnya 2x ( yang satunya gak dikasih karcis ) …
Affan Rachmadi Mahmud;4 tahun lalu;Positif;Bukit Jaddhih;Pemandangan yang ditawarkan indah banget, tempatnya berangin, tapi banyak truk suka lalu lalang, tempat yang aslinya panas makin panas deh
Petani Milenium;4 tahun lalu;Positif;Bukit Jaddhih;Tempat indah unk ambil foto, liburan keluarga, kerabat tpi siapkan masker dan baju panjang topi jaket, karena lumayan panas, pengalaman saya jgn mudah percaya org lain yg mengaku pengelola tempat tersebut karena banyak calo diluar saat memasuki temoat tersebut.
Kiya;5 tahun lalu;Negatif;Bukit Jaddhih;Tempat cukup sepi saat weekday, dan jika weekend sebaliknya. Jalan dari gang masuk sampai ke dalam bukit cukup berpasir sehingga cukup susah dan berdebu jika mengendarai motor.
sitta Andari;4 tahun lalu;Positif;Bukit Jaddhih;Tempat nya bagus, udara nya enak berangin, yang gatahan panas nya sama debu banget, karena masih banyak konstruksi goa pote nya. Dan banyak pekerja mengambil batu kapur nya.
MOHAMMAD LORA KHOLIL;5 tahun lalu;Positif;Bukit Jaddhih;Kurang sip. . Pemerintah setempat harus mengelola tempat wisata biar lebih bagus untuk dikunjungi. . Perlu di tambah gazebo ataupun foodcourt biar bisa menjadi tempat bersantai
irene alluna octaviani;2 tahun lalu;Negatif;Bukit Jaddhih;Syang sekali tempatnya kurang terawat mungkin karena pandemi..
Louis N S;5 tahun lalu;Positif;Bukit Jaddhih;"Bukit Kapur Jaddih

Tempat ini sebenarnya hanya tempat pertambangan batu kapur namun entah kenapa …"
Budiono Santoso;4 tahun lalu;Positif;Bukit Jaddhih;Bagus sekali..sayang jalan ke sana sempit dan tidak ada petunjuk arah yang pasti, orang di sanapun ditanya banyak yang tidak tahu..
Allya Nurlaily Inayya;5 tahun lalu;Positif;Bukit Jaddhih;tempat yang sangat bagus, pemandangan bukit  yang indah dan cuaca yang mendukung meskipun panas tetapi udara nya sangat sejuk
Foni Handayani;4 bulan lalu;Positif;Bukit Jaddhih;Tempat nya epik bagus untuk foto, tempat nya bersih, hanya saja akses jalannya kurang bagus.
Ima Virgianti;2 tahun lalu;Positif;Bukit Jaddhih;Tempat rekreasi dimadura yang lumayan dekat dengan Surabaya. Sebaiknya kalo kesini agak pagian karena tempat nya panas banget kalo uda agak siangan... Pemandangan nya lumayan, ini tempat bukit kapur yang di keruk dan dibentuk... Masuknya ngga bayar paling cuma bayar parkir mobil saja
Al Katras;2 tahun lalu;Positif;Bukit Jaddhih;Mumpung ada acara di Bangkalan 2017 silam, sempatkan mampir ke Wisata Bukit Jaddhih. Entah penampakannya seperti apa di tahun 2021 ini. Overall tempatnya bagus
Anisa S.;3 tahun lalu;Positif;Bukit Jaddhih;Dari sisi pemandangannya bagus banget. Sayang aja fasilitasnya belum lengkap. Oh iya kalo kesana jangan lupa pake kacamata hitam. Haha. Kalau pas panas, waduh susah mau lihat, silau banget apalagi mostly putih2 kan jd makin silau di mata
Dydit Ardyansyah;5 tahun lalu;Negatif;Bukit Jaddhih;Perlu pemerintah untuk mengolah.. terlalu bnyak pungli dan butuh pengolahan.untuk pariwisata.. banyak proyek
Sefri;4 tahun lalu;Positif;Bukit Jaddhih;Lumayan bagus, jalannya buruk. Tapi pemandangannya keren karena jarang terlihat.
iecha;3 tahun lalu;Positif;Bukit Jaddhih;Lumayanlah buat foto2.. tapi pas kesana airnya gak ada.. jadi gk bisa naik prahu deh
iftitah nadhiroh;5 tahun lalu;Positif;Bukit Jaddhih;Tempat wisata yang cocok untuk foto-foto dengan pemandangan bukit kapur dan danau biru buatan. Harganya pas, cuma bayar untuk parkir saja. Di sana pun juga kolam renang yang bersih, ada juga perahu getek buat foto-foto ditengah danau biru. …
Oditio Arizal;5 tahun lalu;Positif;Bukit Jaddhih;"Pintu masuknya g keliatan tandanya, panas sekali,.... sedikit sekali tempat berteduh, jgn lupa bawa payung dan sunblock klo g kebiasaan panas,
Masuk pertama 20k …"
Jeffry Pieter;5 tahun lalu;Positif;Bukit Jaddhih;Bagus utk keseluruan tempatnya mantap cuma masuknya selalu bayar gk sekalian di pintu utama.....
Grace Fransiska;5 tahun lalu;Positif;Bukit Jaddhih;"Walau agak jauh tapi worth it kok.
Tiket untuk motor 10000. Lalu tiket masuk per orang 5000"
cici adipta;3 tahun lalu;Positif;Bukit Jaddhih;Bukit buatan yg keren abiisss cocok buat hangout bareng temen .. view ny sangat indah ..
Bidya Nila Giwiwardani;5 tahun lalu;Positif;Bukit Jaddhih;rekomended kalo lagi ke madura, cucok buat potopoto, hatihati cuaca sangat panas kalo sedang cerah, airnya biruuuu banget, masih merupakan tambang aktif jadi berisik suarasuara mesin, ada kolam renang dan ada gua juga, tempat pilihan karena terhitung dekat ddari surabaya, berbekal GPS dan feeling juga bisa nyampe dalam 40menit-an
Andry Setiawan;4 tahun lalu;Positif;Bukit Jaddhih;Awalnya tempat ini merupakan tempat penambangan batu kapur. Lebih baik kesini pada pagi hari atau sore. Diusahakan kesini naik mobil, kalaupun terpaksa naik motor harus rame-rame untuk menghindari tindak pembegalan. Tiket masuk lumayan murah.
Aida Syukriyah;4 tahun lalu;Positif;Bukit Jaddhih;Objek wisata yg instagramable..bukit tmpt penambangan kapur putih ini letakny 30mnt dr bebek sinjai bangkalan dan 1.5jam dr kota surabaya..hati2 jln menuju ksini awas trjebak jln alternatif yg blm beraspal..dan sepi..disarankn untuk sll melewati jln yg beraspal pulng dan pergi
pradyka intan;5 tahun lalu;Positif;Bukit Jaddhih;Lokasinya bagus utk foto preweding maupun postweding. Sayang jalan menuju kesananya yg agak serem, banyak begal rumornya. Lbh baik menggunakan mobil bila kesana. Dan siapkan uang kecil krn banyak ditariki biaya masuk (alias pungli)
Ani Rasyadi;5 tahun lalu;Positif;Bukit Jaddhih;Tempat ini panas n berdebu jd jangan lupa topi, kacamata n masker... Tp panas yg kita rasakan terbayar dg pemandangan yg eksotis n instagramable
yudhi ciu;4 tahun lalu;Positif;Bukit Jaddhih;Bukit kapur di daerah bangkalan madura. Akses jalan bisa melalui jembatan suramadu. Lumayan jauh dan jalanan masih sedikit sepi. Lebih baik rombongan dan siang hari. Pemandangannya bagus. Dan masih ada kegiatan penambangan di lokasi ini. …
